,spi_dist_R0603,post_angle,spi_volume
count,51.0,51.0,51.0
mean,275.2151526210412,18.874509960784312,74.50101470588235
std,6.899544223586499,8.795142250091192,7.115200580829005
min,266.0148301741833,3.74,57.5732
25%,269.6219315852269,10.586500000000001,69.464775
50%,273.9137954434435,20.514,74.10929999999999
75%,279.38908787099194,25.363501,79.24985000000001
max,290.7972540589792,38.367001,92.54145
