avg_dist,spi_mean,spi_std
1.5775675344163749,0.8318917322834647,0.5962788546729374
4.650087818108446,0.8247709331131297,0.6141643277794638
7.749998741719821,0.8153238942595603,0.626519475684752
10.849398334962823,0.8658064384345125,0.6973133200835423
13.949985219641794,0.9380633871281353,0.8189962300741767
17.049947296402877,1.077847229994404,0.9728618650769764
20.19960913107847,1.382000357079093,1.2994291686183803
23.35058362224216,2.3391563335579515,2.071421399334721
26.446639410072624,4.072925303614458,2.6909060714022717
29.53670848266356,5.718780815068493,2.7665424171771096
32.616054986631866,7.897616666666667,5.507337999105275
35.71145105907698,9.41790909090909,6.59936054002129
38.84472539229051,22.8322002,9.18388893678055
42.18211897971179,23.573999,0.0
